Incident Type,Institution,date,Incidents,Prison.Type
Administration of Discipline - Investigative Status Placements,Logan (Female),2021-05-01,9,Maximum Security
Administration of Discipline - Investigative Status Placements,Logan (Female),2021-06-01,8,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2020-07-01,41,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2020-08-01,11,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2020-09-01,11,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2020-10-01,17,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2020-11-01,22,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2020-12-01,26,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2021-01-01,22,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2021-02-01,34,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2021-03-01,22,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2021-04-01,25,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2021-05-01,21,Maximum Security
Administration of Discipline - Investigative Status Placements,Menard,2021-06-01,17,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2020-07-01,7,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2020-08-01,6,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2020-09-01,6,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2020-10-01,2,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2020-11-01,0,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2020-12-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2021-01-01,6,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2021-02-01,5,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2021-03-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2021-04-01,6,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2021-05-01,8,Maximum Security
Administration of Discipline - Investigative Status Placements,Pontiac,2021-06-01,13,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2020-07-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2020-08-01,0,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2020-09-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2020-10-01,13,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2020-11-01,6,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2020-12-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2021-01-01,5,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2021-02-01,2,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2021-03-01,4,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2021-04-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2021-05-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Stateville,2021-06-01,3,Maximum Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2020-07-01,2,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2020-08-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2020-09-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2020-10-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2020-11-01,2,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2020-12-01,6,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2021-01-01,2,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2021-02-01,2,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2021-03-01,10,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2021-04-01,8,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2021-05-01,9,Medium Security
Administration of Discipline - Investigative Status Placements,Big Muddy River,2021-06-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2020-07-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2020-08-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2020-09-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2020-10-01,2,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2020-11-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2020-12-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2021-01-01,7,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2021-02-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2021-03-01,8,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2021-04-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2021-05-01,8,Medium Security
Administration of Discipline - Investigative Status Placements,Centralia,2021-06-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2020-07-01,16,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2020-08-01,13,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2020-09-01,10,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2020-10-01,19,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2020-11-01,21,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2020-12-01,13,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2021-01-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2021-02-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2021-03-01,12,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2021-04-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2021-05-01,12,Medium Security
Administration of Discipline - Investigative Status Placements,Danville,2021-06-01,7,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2020-07-01,22,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2020-08-01,27,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2020-09-01,11,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2020-10-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2020-11-01,8,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2020-12-01,13,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2021-01-01,11,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2021-02-01,24,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2021-03-01,26,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2021-04-01,14,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2021-05-01,31,Medium Security
Administration of Discipline - Investigative Status Placements,Dixon,2021-06-01,31,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2020-07-01,14,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2020-08-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2020-09-01,7,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2020-10-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2020-11-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2020-12-01,0,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2021-01-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2021-02-01,10,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2021-03-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2021-04-01,6,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2021-05-01,20,Medium Security
Administration of Discipline - Investigative Status Placements,Graham,2021-06-01,10,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2020-07-01,9,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2020-08-01,10,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2020-09-01,2,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2020-10-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2020-11-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2020-12-01,3,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2021-01-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2021-02-01,13,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2021-03-01,7,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2021-04-01,15,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2021-05-01,14,Medium Security
Administration of Discipline - Investigative Status Placements,Hill,2021-06-01,7,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2020-07-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2020-08-01,4,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2020-09-01,5,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2020-10-01,10,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2020-11-01,10,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2020-12-01,2,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2021-01-01,6,Medium Security
Administration of Discipline - Investigative Status Placements,Illinois River,2021-02-01,7,Medium Security
